,,,Normalised retweets,Norm likes,weighted score,,SQUARED ERROR,,,,SUMS,,,,MSE,,
4.29E-02,3.58E-02,5.74E-02,0.008218529,0.007716989,0.008068067,,1.21E-03,7.87E-04,2.44E-03,,,,,,,,
5.98E-02,5.00E-02,8.08E-02,0.009622848,0.004403494,0.008057042,,2.52E-03,2.08E-03,5.30E-03,,,,,,,,
3.19E-02,2.65E-02,4.22E-02,0.007483779,0.009382692,0.008053453,,5.97E-04,2.94E-04,1.17E-03,,,,,,,,
3.46E-02,2.88E-02,4.59E-02,0.007803751,0.008602294,0.008043314,,7.18E-04,4.07E-04,1.43E-03,,,,,,,,
8.60E-02,7.24E-02,1.17E-01,0.008550351,0.006844478,0.008038589,,6.01E-03,4.29E-03,1.19E-02,,,,,,,,
9.58E-02,8.07E-02,1.31E-01,0.008135573,0.007809102,0.008037632,,7.69E-03,5.32E-03,1.50E-02,,,,,,,,
9.23E-02,7.77E-02,1.26E-01,0.008028916,0.00800612,0.008022077,,7.10E-03,4.86E-03,1.39E-02,,,,,,,,
4.99E-02,4.16E-02,6.71E-02,0.009255474,0.005142954,0.008021718,,1.65E-03,1.33E-03,3.49E-03,,,,,,,,
1.89E-02,1.57E-02,2.45E-02,0.007288241,0.009725556,0.008019435,,1.35E-04,3.51E-05,2.70E-04,,,,,,,,
1.31E-02,1.09E-02,1.67E-02,0.009048085,0.005536991,0.007994756,,1.68E-05,2.83E-05,7.60E-05,,,,,,,,
4.25E-02,3.54E-02,5.68E-02,0.00897698,0.005667484,0.007984131,,1.12E-03,8.84E-04,2.38E-03,,,,,,,,
7.27E-03,5.99E-03,8.99E-03,0.009356205,0.004720771,0.007965575,,4.34E-06,1.62E-06,1.04E-06,,,,,,,,
7.95E-02,6.68E-02,1.08E-01,0.008769591,0.006058962,0.007956402,,5.01E-03,3.69E-03,1.00E-02,,,,,,,,
7.38E-02,6.19E-02,1.00E-01,0.008431843,0.006795863,0.007941049,,4.27E-03,3.04E-03,8.52E-03,,,,,,,,
6.57E-02,5.50E-02,8.90E-02,0.008117797,0.007517412,0.007937681,,3.31E-03,2.25E-03,6.57E-03,,,,,,,,
3.68E-02,3.06E-02,4.89E-02,0.006274998,0.011782737,0.00792732,,9.31E-04,3.54E-04,1.68E-03,,,,,,,,
6.05E-02,5.06E-02,8.17E-02,0.008206678,0.007230839,0.007913926,,2.73E-03,1.88E-03,5.45E-03,,,,,,,,
6.86E-02,5.75E-02,9.30E-02,0.008905875,0.005570254,0.007905189,,3.56E-03,2.69E-03,7.24E-03,,,,,,,,
6.03E-02,5.04E-02,8.15E-02,0.007697094,0.008377129,0.007901104,,2.77E-03,1.77E-03,5.42E-03,,,,,,,,
8.36E-02,7.03E-02,1.14E-01,0.008076319,0.007379243,0.007867196,,5.71E-03,3.96E-03,1.12E-02,,,,,,,,
3.09E-02,2.56E-02,4.08E-02,0.006713477,0.010498278,0.007848918,,5.84E-04,2.29E-04,1.08E-03,,,,,,,,
4.17E-02,3.48E-02,5.58E-02,0.007525257,0.008528092,0.007826107,,1.17E-03,6.88E-04,2.30E-03,,,,,,,,
2.32E-02,1.93E-02,3.03E-02,0.008585903,0.005992437,0.007807863,,2.15E-04,1.76E-04,5.07E-04,,,,,,,,
6.54E-02,5.48E-02,8.86E-02,0.00838444,0.006412061,0.007792726,,3.25E-03,2.34E-03,6.53E-03,,,,,,,,
8.38E-02,7.04E-02,1.14E-01,0.006956419,0.009607856,0.00775185,,5.90E-03,3.70E-03,1.13E-02,,,,,,,,
4.82E-02,3.95E-02,6.46E-02,0.006766806,0.010035156,0.007747311,,1.72E-03,8.71E-04,3.23E-03,,,,,,,,
1.93E-02,1.60E-02,2.50E-02,0.007483779,0.00835666,0.007745643,,1.41E-04,5.86E-05,2.99E-04,,,,,,,,
2.52E-02,2.09E-02,3.30E-02,0.006612746,0.01033964,0.007730814,,3.46E-04,1.12E-04,6.40E-04,,,,,,,,
5.43E-02,4.53E-02,7.31E-02,0.008508873,0.005882413,0.007720935,,2.10E-03,1.56E-03,4.28E-03,,,,,,,,
1.57E-02,1.30E-02,2.01E-02,0.007063076,0.009195908,0.007702926,,7.48E-05,1.44E-05,1.55E-04,,,,,,,,
6.72E-03,5.54E-03,8.28E-03,0.006227595,0.011107245,0.00769149,,2.47E-07,3.10E-05,3.45E-07,,,,,,,,
4.32E-02,3.60E-02,5.77E-02,0.006008355,0.011429639,0.00763474,,1.38E-03,6.02E-04,2.51E-03,,,,,,,,
2.01E-02,1.66E-02,2.60E-02,0.007667467,0.007550675,0.007632429,,1.54E-04,8.25E-05,3.39E-04,,,,,,,,
7.35E-02,6.16E-02,9.98E-02,0.007554884,0.007765604,0.0076181,,4.35E-03,2.90E-03,8.50E-03,,,,,,,,
2.36E-02,1.96E-02,3.08E-02,0.006559417,0.010045391,0.007605209,,2.91E-04,9.07E-05,5.39E-04,,,,,,,,
4.38E-02,3.65E-02,5.86E-02,0.0074186,0.008016355,0.007597926,,1.33E-03,8.12E-04,2.61E-03,,,,,,,,
3.98E-02,3.31E-02,5.31E-02,0.007442301,0.007954947,0.007596095,,1.05E-03,6.34E-04,2.07E-03,,,,,,,,
5.72E-02,4.79E-02,7.73E-02,0.007258614,0.008354101,0.00758726,,2.50E-03,1.56E-03,4.86E-03,,,,,,,,
2.99E-02,2.48E-02,3.94E-02,0.007750422,0.007136168,0.007566146,,4.89E-04,3.12E-04,1.01E-03,,,,,,,,
1.20E-02,9.94E-03,1.52E-02,0.007708944,0.00721037,0.007559372,,1.87E-05,7.43E-06,5.90E-05,,,,,,,,
2.12E-02,1.76E-02,2.76E-02,0.007193435,0.008333632,0.007535494,,1.97E-04,8.57E-05,4.03E-04,,,,,,,,
7.31E-03,6.02E-03,9.03E-03,0.007584511,0.007399712,0.007529071,,7.75E-08,1.90E-06,2.26E-06,,,,,,,,
8.53E-02,7.17E-02,1.16E-01,0.008064468,0.006194573,0.0075035,,5.97E-03,4.30E-03,1.18E-02,,,,,,,,
5.13E-02,4.28E-02,6.90E-02,0.007643765,0.007105464,0.007482275,,1.91E-03,1.28E-03,3.79E-03,,,,,,,,
4.00E-02,3.33E-02,5.33E-02,0.006666074,0.009354547,0.007472616,,1.11E-03,5.72E-04,2.10E-03,,,,,,,,
3.38E-02,2.81E-02,4.48E-02,0.00735342,0.007466238,0.007387266,,7.00E-04,4.26E-04,1.40E-03,,,,,,,,
2.23E-02,1.85E-02,2.91E-02,0.006861612,0.008540885,0.007365394,,2.39E-04,9.94E-05,4.72E-04,,,,,,,,
2.18E-02,1.81E-02,2.84E-02,0.006808284,0.008482035,0.007310409,,2.26E-04,9.23E-05,4.45E-04,,,,,,,,
6.27E-02,5.25E-02,8.49E-02,0.00682606,0.008420627,0.00730443,,3.13E-03,1.94E-03,6.02E-03,,,,,,,,
4.75E-02,3.96E-02,6.38E-02,0.007187509,0.007489266,0.007278036,,1.63E-03,1.03E-03,3.19E-03,,,,,,,,
6.34E-02,5.31E-02,8.58E-02,0.007175658,0.007491825,0.007270508,,3.16E-03,2.08E-03,6.17E-03,,,,,,,,
2.66E-02,2.21E-02,3.49E-02,0.007430451,0.006826567,0.007249286,,3.68E-04,2.33E-04,7.67E-04,,,,,,,,
8.43E-03,6.95E-03,1.05E-02,0.006778657,0.008305486,0.007236706,,2.72E-06,1.84E-06,1.06E-05,,,,,,,,
4.49E-02,3.74E-02,6.02E-02,0.007691168,0.006069197,0.007204577,,1.39E-03,9.84E-04,2.81E-03,,,,,,,,
2.52E-02,2.09E-02,3.30E-02,0.007323793,0.006900769,0.007196886,,3.19E-04,1.96E-04,6.65E-04,,,,,,,,
2.42E-02,2.00E-02,3.16E-02,0.006434984,0.008945157,0.007188036,,3.15E-04,1.23E-04,5.96E-04,,,,,,,,
2.21E-02,1.83E-02,2.88E-02,0.006962344,0.007688844,0.007180294,,2.29E-04,1.13E-04,4.65E-04,,,,,,,,
6.52E-02,5.46E-02,8.83E-02,0.007300092,0.006872624,0.007171851,,3.35E-03,2.27E-03,6.58E-03,,,,,,,,
6.00E-02,5.02E-02,8.12E-02,0.005753563,0.010401048,0.007147808,,2.95E-03,1.59E-03,5.48E-03,,,,,,,,
1.93E-02,1.60E-02,2.50E-02,0.007785975,0.005598399,0.007129702,,1.33E-04,1.08E-04,3.20E-04,,,,,,,,
1.67E-02,1.38E-02,2.14E-02,0.006512014,0.008569031,0.007129119,,1.03E-04,2.71E-05,2.04E-04,,,,,,,,
1.26E-01,1.07E-01,1.72E-01,0.00668385,0.008167317,0.00712889,,1.42E-02,9.71E-03,2.71E-02,,,,,,,,
2.67E-02,2.22E-02,3.51E-02,0.007537108,0.006087108,0.007102108,,3.68E-04,2.58E-04,7.82E-04,,,,,,,,
8.00E-02,6.72E-02,1.09E-01,0.007708944,0.005685395,0.007101879,,5.23E-03,3.78E-03,1.04E-02,,,,,,,,
9.11E-03,7.51E-03,1.14E-02,0.006672,0.00810335,0.007101405,,5.94E-06,3.48E-07,1.83E-05,,,,,,,,
2.28E-02,1.89E-02,2.97E-02,0.007163808,0.00689821,0.007084129,,2.43E-04,1.43E-04,5.11E-04,,,,,,,,
8.34E-02,7.01E-02,1.14E-01,0.006274998,0.008870955,0.007053785,,5.96E-03,3.75E-03,1.14E-02,,,,,,,,
1.08E-01,9.09E-02,1.47E-01,0.00690309,0.007215487,0.006996809,,1.01E-02,6.99E-03,1.96E-02,,,,,,,,
3.67E-02,3.06E-02,4.88E-02,0.006624596,0.007860275,0.0069953,,9.06E-04,5.15E-04,1.75E-03,,,,,,,,
4.30E-02,3.58E-02,5.75E-02,0.007584511,0.005603517,0.006990213,,1.25E-03,9.13E-04,2.55E-03,,,,,,,,
1.68E-02,1.39E-02,2.16E-02,0.006115012,0.008980979,0.006974802,,1.14E-04,2.40E-05,2.13E-04,,,,,,,,
6.42E-02,5.38E-02,8.70E-02,0.006873463,0.007141285,0.00695381,,3.29E-03,2.18E-03,6.40E-03,,,,,,,,
2.98E-02,2.48E-02,3.93E-02,0.006654223,0.007619759,0.006943884,,5.37E-04,2.94E-04,1.05E-03,,,,,,,,
1.06E-01,8.92E-02,1.44E-01,0.006298699,0.008402716,0.006929904,,9.86E-03,6.52E-03,1.88E-02,,,,,,,,
4.31E-02,3.59E-02,5.76E-02,0.006067609,0.008904218,0.006918592,,1.37E-03,7.29E-04,2.57E-03,,,,,,,,
5.55E-02,4.64E-02,7.48E-02,0.006464611,0.007970299,0.006916317,,2.40E-03,1.47E-03,4.61E-03,,,,,,,,
3.23E-02,2.68E-02,4.27E-02,0.006280923,0.008382247,0.00691132,,6.75E-04,3.40E-04,1.28E-03,,,,,,,,
1.06E-01,8.98E-02,1.45E-01,0.00727639,0.006015465,0.006898113,,9.82E-03,7.02E-03,1.91E-02,,,,,,,,
1.36E-01,1.15E-01,1.85E-01,0.00593725,0.009129382,0.00689489,,1.68E-02,1.12E-02,3.17E-02,,,,,,,,
2.73E-02,2.26E-02,3.58E-02,0.006909015,0.006780511,0.006870464,,4.14E-04,2.51E-04,8.38E-04,,,,,,,,
1.96E-02,1.62E-02,2.54E-02,0.006577193,0.007261544,0.006782498,,1.69E-04,8.00E-05,3.45E-04,,,,,,,,
1.89E-02,1.57E-02,2.45E-02,0.006571268,0.007205252,0.006761463,,1.53E-04,7.18E-05,3.14E-04,,,,,,,,
1.99E-02,1.65E-02,2.58E-02,0.007507481,0.005017578,0.00676051,,1.53E-04,1.31E-04,3.62E-04,,,,,,,,
1.48E-02,1.23E-02,1.90E-02,0.00615649,0.008098233,0.006739013,,7.52E-05,1.73E-05,1.49E-04,,,,,,,,
4.04E-02,3.37E-02,5.39E-02,0.006020206,0.008407834,0.006736494,,1.18E-03,6.38E-04,2.23E-03,,,,,,,,
4.05E-02,3.37E-02,5.40E-02,0.007578586,0.004743799,0.00672815,,1.08E-03,8.39E-04,2.24E-03,,,,,,,,
2.16E-02,1.79E-02,2.81E-02,0.007069001,0.005928469,0.006726842,,2.10E-04,1.43E-04,4.55E-04,,,,,,,,
2.18E-02,1.81E-02,2.84E-02,0.006032056,0.008282458,0.006707177,,2.50E-04,9.63E-05,4.72E-04,,,,,,,,
3.78E-02,3.15E-02,5.04E-02,0.00652979,0.007118257,0.00670633,,9.80E-04,5.93E-04,1.91E-03,,,,,,,,
2.47E-02,2.05E-02,3.23E-02,0.006239445,0.007791191,0.006704969,,3.41E-04,1.61E-04,6.57E-04,,,,,,,,
5.77E-02,4.83E-02,7.79E-02,0.006897165,0.006076873,0.006651077,,2.58E-03,1.78E-03,5.08E-03,,,,,,,,
5.79E-02,4.84E-02,7.82E-02,0.006316476,0.00740483,0.006642982,,2.67E-03,1.68E-03,5.12E-03,,,,,,,,
8.98E-02,7.56E-02,1.22E-01,0.007264539,0.005107132,0.006617317,,6.82E-03,4.97E-03,1.34E-02,,,,,,,,
1.79E-02,1.48E-02,2.31E-02,0.007460078,0.004572367,0.006593765,,1.10E-04,1.05E-04,2.74E-04,,,,,,,,
6.45E-02,5.40E-02,8.74E-02,0.006381655,0.007084994,0.006592657,,3.38E-03,2.20E-03,6.53E-03,,,,,,,,
1.21E-02,9.98E-03,1.53E-02,0.007051225,0.00551908,0.006591582,,2.53E-05,1.99E-05,7.59E-05,,,,,,,,
4.88E-02,4.07E-02,6.55E-02,0.006405357,0.006982647,0.006578544,,1.79E-03,1.13E-03,3.47E-03,,,,,,,,
8.08E-02,6.78E-02,1.10E-01,0.006926792,0.005667484,0.006548999,,5.45E-03,3.86E-03,1.07E-02,,,,,,,,
1.99E-02,1.65E-02,2.58E-02,0.007116404,0.005191569,0.006538954,,1.64E-04,1.28E-04,3.73E-04,,,,,,,,
6.05E-03,4.98E-03,7.40E-03,0.006381655,0.006793304,0.00650515,,1.13E-07,3.30E-06,8.05E-07,,,,,,,,
7.62E-03,6.28E-03,9.44E-03,0.005949101,0.007686285,0.006470256,,2.79E-06,1.98E-06,8.80E-06,,,,,,,,
4.99E-02,4.17E-02,6.71E-02,0.006423133,0.006552788,0.006462029,,1.89E-03,1.23E-03,3.68E-03,,,,,,,,
4.98E-02,4.16E-02,6.70E-02,0.006944568,0.005015019,0.006365703,,1.84E-03,1.34E-03,3.67E-03,,,,,,,,
3.37E-02,2.80E-02,4.47E-02,0.005836518,0.007583938,0.006360744,,7.77E-04,4.17E-04,1.47E-03,,,,,,,,
5.61E-02,4.68E-02,7.56E-02,0.005771339,0.007732341,0.00635964,,2.53E-03,1.53E-03,4.80E-03,,,,,,,,
9.92E-02,8.36E-02,1.35E-01,0.006150564,0.006731896,0.006324964,,8.65E-03,5.91E-03,1.66E-02,,,,,,,,
5.05E-02,4.22E-02,6.79E-02,0.00637573,0.006125488,0.006300657,,1.95E-03,1.30E-03,3.80E-03,,,,,,,,
3.97E-02,3.30E-02,5.29E-02,0.006713477,0.005278564,0.006283003,,1.09E-03,7.70E-04,2.17E-03,,,,,,,,
7.84E-03,6.46E-03,9.72E-03,0.006713477,0.005240184,0.006271489,,1.26E-06,1.49E-06,1.19E-05,,,,,,,,
1.61E-02,1.33E-02,2.07E-02,0.004515154,0.010342198,0.006263267,,1.35E-04,8.91E-06,2.08E-04,,,,,,,,
6.15E-02,5.14E-02,8.31E-02,0.005842444,0.007225722,0.006257427,,3.10E-03,1.95E-03,5.91E-03,,,,,,,,
1.10E-02,9.08E-03,1.39E-02,0.004621811,0.010004452,0.006236604,,4.07E-05,8.48E-07,5.84E-05,,,,,,,,
1.10E-02,6.34E-03,1.46E-02,0.006547566,0.005496052,0.006232112,,2.02E-05,7.07E-07,7.06E-05,,,,,,,,
3.27E-02,2.72E-02,4.33E-02,0.005315083,0.008343867,0.006223718,,7.49E-04,3.54E-04,1.37E-03,,,,,,,,
3.92E-02,3.26E-02,5.22E-02,0.00578319,0.007184783,0.006203668,,1.12E-03,6.46E-04,2.12E-03,,,,,,,,
7.90E-02,6.63E-02,1.07E-01,0.006820135,0.004572367,0.006145804,,5.21E-03,3.81E-03,1.03E-02,,,,,,,,
9.94E-02,8.39E-02,1.36E-01,0.005534323,0.007542999,0.006136926,,8.82E-03,5.82E-03,1.68E-02,,,,,,,,
2.67E-03,2.57E-03,3.50E-03,0.006245371,0.005833798,0.006121899,,1.28E-05,1.07E-05,6.87E-06,,,,,,,,
1.83E-02,1.51E-02,2.36E-02,0.005895772,0.006629549,0.006115905,,1.53E-04,7.23E-05,3.06E-04,,,,,,,,
5.40E-03,4.44E-03,6.58E-03,0.005475069,0.007550675,0.006097751,,5.64E-09,9.65E-06,2.28E-07,,,,,,,,
3.52E-02,2.93E-02,4.67E-02,0.006701627,0.004661921,0.006089715,,8.12E-04,6.05E-04,1.65E-03,,,,,,,,
7.19E-02,6.03E-02,9.76E-02,0.00631055,0.005549784,0.00608232,,4.30E-03,2.99E-03,8.37E-03,,,,,,,,
3.46E-02,2.88E-02,4.59E-02,0.00615649,0.005877296,0.006072732,,8.08E-04,5.24E-04,1.59E-03,,,,,,,,
4.82E-02,3.95E-02,6.46E-02,0.006618671,0.004631217,0.006022435,,1.73E-03,1.22E-03,3.43E-03,,,,,,,,
3.10E-02,2.57E-02,4.09E-02,0.005054366,0.008116144,0.005972899,,6.73E-04,3.11E-04,1.22E-03,,,,,,,,
4.06E-02,3.38E-02,5.41E-02,0.004692916,0.008924688,0.005962448,,1.29E-03,6.17E-04,2.32E-03,,,,,,,,
7.15E-02,5.99E-02,9.70E-02,0.006565342,0.004549339,0.005960541,,4.21E-03,3.07E-03,8.29E-03,,,,,,,,
5.85E-02,4.89E-02,7.90E-02,0.006577193,0.004439316,0.00593583,,2.69E-03,1.97E-03,5.33E-03,,,,,,,,
3.12E-02,2.59E-02,4.13E-02,0.00504844,0.007903773,0.00590504,,6.86E-04,3.26E-04,1.25E-03,,,,,,,,
3.05E-02,2.53E-02,4.03E-02,0.005338785,0.007225722,0.005904866,,6.33E-04,3.28E-04,1.18E-03,,,,,,,,
2.13E-02,1.76E-02,2.77E-02,0.005593577,0.006624431,0.005902833,,2.47E-04,1.21E-04,4.75E-04,,,,,,,,
5.41E-02,4.52E-02,7.29E-02,0.005872071,0.005908,0.005882849,,2.33E-03,1.54E-03,4.49E-03,,,,,,,,
1.77E-02,1.47E-02,2.28E-02,0.005830593,0.005974526,0.005873773,,1.41E-04,7.55E-05,2.88E-04,,,,,,,,
1.76E-01,1.50E-01,2.39E-01,0.004906231,0.00796774,0.005824683,,2.92E-02,2.03E-02,5.42E-02,,,,,,,,
6.67E-02,5.59E-02,9.04E-02,0.005800966,0.005815887,0.005805442,,3.71E-03,2.51E-03,7.16E-03,,,,,,,,
8.25E-02,6.93E-02,1.12E-01,0.005060291,0.007435534,0.005772864,,5.99E-03,3.83E-03,1.13E-02,,,,,,,,
2.21E-02,1.83E-02,2.88E-02,0.005030664,0.0071899,0.005678435,,2.91E-04,1.24E-04,5.34E-04,,,,,,,,
1.69E-03,1.39E-03,1.94E-03,0.004823275,0.007609524,0.00565915,,9.82E-06,3.87E-05,1.38E-05,,,,,,,,
3.47E-02,2.89E-02,4.61E-02,0.005741712,0.005437202,0.005650359,,8.39E-04,5.49E-04,1.63E-03,,,,,,,,
5.83E-02,4.87E-02,7.87E-02,0.005617278,0.005598399,0.005611615,,2.78E-03,1.86E-03,5.35E-03,,,,,,,,
1.34E-02,1.11E-02,1.71E-02,0.005528397,0.005718657,0.005585475,,6.20E-05,2.87E-05,1.32E-04,,,,,,,,
4.14E-02,3.45E-02,5.52E-02,0.006055758,0.004416288,0.005563917,,1.25E-03,9.02E-04,2.47E-03,,,,,,,,
2.89E-02,2.40E-02,3.81E-02,0.005001037,0.00685983,0.005558675,,5.72E-04,2.94E-04,1.06E-03,,,,,,,,
7.44E-03,6.13E-03,9.20E-03,0.005587651,0.005473024,0.005553263,,3.43E-06,4.32E-07,1.33E-05,,,,,,,,
4.96E-02,4.14E-02,6.67E-02,0.005623204,0.005352766,0.005542072,,1.94E-03,1.30E-03,3.74E-03,,,,,,,,
2.70E-02,2.24E-02,3.55E-02,0.005540248,0.00544232,0.00551087,,4.63E-04,2.89E-04,9.01E-04,,,,,,,,
4.84E-02,4.04E-02,6.50E-02,0.006423133,0.003290467,0.005483333,,1.76E-03,1.37E-03,3.54E-03,,,,,,,,
4.04E-02,3.36E-02,5.39E-02,0.006168341,0.003868729,0.005478457,,1.17E-03,8.85E-04,2.34E-03,,,,,,,,
5.55E-02,4.64E-02,7.48E-02,0.005036589,0.006422295,0.005452301,,2.54E-03,1.59E-03,4.81E-03,,,,,,,,
4.51E-02,3.76E-02,6.04E-02,0.005646905,0.004784738,0.005388255,,1.56E-03,1.08E-03,3.03E-03,,,,,,,,
1.72E-02,1.42E-02,2.21E-02,0.00586022,0.004201358,0.005362561,,1.28E-04,9.99E-05,2.80E-04,,,,,,,,
5.79E-02,4.84E-02,7.81E-02,0.00512547,0.005874737,0.00535025,,2.78E-03,1.81E-03,5.29E-03,,,,,,,,
4.59E-02,3.83E-02,6.15E-02,0.005380262,0.005252977,0.005342077,,1.64E-03,1.09E-03,3.16E-03,,,,,,,,
4.07E-02,3.39E-02,5.43E-02,0.005706159,0.004454668,0.005330712,,1.22E-03,8.66E-04,2.40E-03,,,,,,,,
4.71E-02,3.93E-02,6.32E-02,0.00579504,0.004234621,0.005326915,,1.71E-03,1.23E-03,3.35E-03,,,,,,,,
1.43E-02,1.18E-02,1.82E-02,0.004846977,0.006319948,0.005288868,,8.87E-05,2.99E-05,1.67E-04,,,,,,,,
3.48E-02,2.89E-02,4.62E-02,0.005451367,0.004892203,0.005283618,,8.60E-04,5.77E-04,1.67E-03,,,,,,,,
7.65E-02,6.42E-02,1.04E-01,0.004983261,0.005951498,0.005273732,,5.11E-03,3.39E-03,9.73E-03,,,,,,,,
8.30E-02,6.97E-02,1.13E-01,0.00511362,0.005634221,0.0052698,,6.06E-03,4.11E-03,1.16E-02,,,,,,,,
2.18E-02,1.81E-02,2.84E-02,0.00481735,0.00623807,0.005243566,,2.88E-04,1.40E-04,5.34E-04,,,,,,,,
2.65E-02,2.19E-02,3.47E-02,0.005439516,0.004756592,0.005234639,,4.42E-04,2.95E-04,8.69E-04,,,,,,,,
7.00E-02,5.87E-02,9.50E-02,0.005469143,0.004674715,0.005230815,,4.16E-03,2.92E-03,8.05E-03,,,,,,,,
6.93E-02,5.81E-02,9.40E-02,0.006037982,0.003344199,0.005229847,,4.00E-03,2.99E-03,7.88E-03,,,,,,,,
3.49E-02,2.90E-02,4.63E-02,0.005480994,0.004544222,0.005199963,,8.65E-04,5.99E-04,1.69E-03,,,,,,,,
1.45E-02,1.20E-02,1.85E-02,0.005101769,0.005258094,0.005148666,,8.83E-05,4.53E-05,1.79E-04,,,,,,,,
1.12E-01,9.48E-02,1.53E-01,0.00511362,0.005165982,0.005129328,,1.15E-02,8.04E-03,2.19E-02,,,,,,,,
4.32E-02,3.60E-02,5.78E-02,0.005463218,0.004347203,0.005128414,,1.43E-03,1.00E-03,2.78E-03,,,,,,,,
3.28E-02,2.73E-02,4.34E-02,0.005581726,0.004017133,0.005112348,,7.42E-04,5.41E-04,1.47E-03,,,,,,,,
3.10E-02,2.58E-02,4.10E-02,0.004509229,0.006363446,0.005065494,,7.04E-04,3.77E-04,1.29E-03,,,,,,,,
8.38E-02,7.04E-02,1.14E-01,0.004769946,0.005700747,0.005049186,,6.25E-03,4.19E-03,1.19E-02,,,,,,,,
1.41E-01,1.20E-01,1.92E-01,0.004870678,0.005409057,0.005032192,,1.84E-02,1.30E-02,3.49E-02,,,,,,,,
8.37E-02,7.04E-02,1.14E-01,0.005161023,0.004661921,0.005011292,,6.17E-03,4.32E-03,1.19E-02,,,,,,,,
3.35E-02,2.78E-02,4.44E-02,0.005706159,0.003372345,0.005006015,,7.73E-04,5.99E-04,1.55E-03,,,,,,,,
6.15E-02,5.15E-02,8.32E-02,0.005137321,0.00460563,0.004977814,,3.18E-03,2.20E-03,6.12E-03,,,,,,,,
1.79E-02,1.10E-02,2.44E-02,0.005380262,0.004019692,0.004972091,,1.58E-04,4.92E-05,3.78E-04,,,,,,,,
5.86E-02,4.90E-02,7.91E-02,0.004746245,0.005490935,0.004969652,,2.90E-03,1.89E-03,5.49E-03,,,,,,,,
4.00E-02,3.33E-02,5.33E-02,0.004722543,0.005542108,0.004968413,,1.24E-03,7.70E-04,2.34E-03,,,,,,,,
1.97E-02,1.63E-02,2.55E-02,0.004444049,0.006166427,0.004960763,,2.32E-04,1.03E-04,4.22E-04,,,,,,,,
1.88E-02,1.55E-02,2.43E-02,0.005403964,0.003881523,0.004947232,,1.79E-04,1.36E-04,3.74E-04,,,,,,,,
4.66E-02,3.89E-02,6.25E-02,0.004651438,0.005595841,0.004934759,,1.76E-03,1.11E-03,3.31E-03,,,,,,,,
2.84E-02,2.36E-02,3.74E-02,0.005012888,0.004646569,0.004902992,,5.48E-04,3.59E-04,1.06E-03,,,,,,,,
2.87E-02,2.38E-02,3.78E-02,0.00489438,0.004881968,0.004890656,,5.67E-04,3.59E-04,1.08E-03,,,,,,,,
3.84E-02,3.19E-02,5.11E-02,0.005409889,0.003664035,0.004886133,,1.09E-03,8.00E-04,2.14E-03,,,,,,,,
7.08E-02,5.94E-02,9.61E-02,0.005321009,0.003771499,0.004856156,,4.29E-03,3.09E-03,8.33E-03,,,,,,,,
1.94E-02,1.61E-02,2.51E-02,0.004515154,0.005572812,0.004832452,,2.22E-04,1.10E-04,4.12E-04,,,,,,,,
4.88E-02,4.07E-02,6.56E-02,0.005285456,0.003766382,0.004829734,,1.89E-03,1.37E-03,3.69E-03,,,,,,,,
5.93E-02,4.96E-02,8.01E-02,0.00548692,0.003267439,0.004821075,,2.90E-03,2.14E-03,5.67E-03,,,,,,,,
3.46E-02,2.88E-02,4.60E-02,0.004924007,0.004541663,0.004809304,,8.83E-04,5.88E-04,1.69E-03,,,,,,,,
7.26E-02,6.09E-02,9.86E-02,0.00475217,0.004848705,0.004781131,,4.61E-03,3.14E-03,8.80E-03,,,,,,,,
5.19E-02,4.33E-02,6.99E-02,0.004615886,0.005071311,0.004752513,,2.24E-03,1.46E-03,4.24E-03,,,,,,,,
9.61E-02,8.10E-02,1.31E-01,0.005083993,0.003965959,0.004748583,,8.28E-03,5.93E-03,1.60E-02,,,,,,,,
2.54E-03,2.09E-03,2.98E-03,0.004799573,0.004585161,0.00473525,,5.09E-06,6.24E-06,3.07E-06,,,,,,,,
1.12E-02,9.23E-03,1.41E-02,0.004633662,0.004951052,0.004728879,,4.29E-05,1.83E-05,8.81E-05,,,,,,,,
4.92E-02,4.11E-02,6.62E-02,0.004396646,0.005393705,0.004695764,,2.01E-03,1.27E-03,3.78E-03,,,,,,,,
3.24E-02,2.69E-02,4.28E-02,0.004941783,0.004047837,0.004673599,,7.52E-04,5.22E-04,1.45E-03,,,,,,,,
6.29E-02,5.27E-02,8.52E-02,0.004704767,0.004582602,0.004668117,,3.39E-03,2.31E-03,6.48E-03,,,,,,,,
1.32E-02,1.09E-02,1.67E-02,0.004929932,0.004001781,0.004651487,,6.76E-05,4.71E-05,1.46E-04,,,,,,,,
3.67E-02,3.05E-02,4.88E-02,0.00512547,0.003377462,0.004601068,,9.96E-04,7.37E-04,1.95E-03,,,,,,,,
2.36E-02,2.05E-02,3.18E-02,0.004207033,0.005496052,0.004593739,,3.75E-04,2.25E-04,7.39E-04,,,,,,,,
2.44E-02,2.02E-02,3.19E-02,0.003804106,0.00643253,0.004592633,,4.25E-04,1.91E-04,7.47E-04,,,,,,,,
3.35E-03,2.75E-03,3.98E-03,0.004467751,0.004881968,0.004592016,,1.26E-06,4.55E-06,3.78E-07,,,,,,,,
1.76E-01,1.50E-01,2.39E-01,0.004758096,0.004155302,0.004577257,,2.93E-02,2.14E-02,5.48E-02,,,,,,,,
