,,,Normalised retweets,Norm likes,weighted score,,SQUARED ERROR,,,,SUMS,,,,MSE,,
1.36E-01,1.16E-01,1.86E-01,0.048878618,0.096091355,0.063042439,,7.65E-03,3.90E-04,1.51E-02,,,,,,,,
1.04E-01,8.75E-02,1.41E-01,0.060599058,0.068332199,0.062919,,1.86E-03,3.67E-04,6.17E-03,,,,,,,,
6.44E-02,5.39E-02,8.72E-02,0.056303143,0.077873529,0.062774259,,6.53E-05,5.75E-04,5.95E-04,,,,,,,,
4.34E-02,3.61E-02,5.80E-02,0.065475661,0.05618357,0.062688034,,4.88E-04,4.02E-04,2.17E-05,,,,,,,,
5.22E-02,4.36E-02,7.03E-02,0.041382988,0.111438338,0.062399593,,1.18E-04,4.60E-03,6.26E-05,,,,,,,,
4.05E-02,3.37E-02,5.40E-02,0.041157823,0.111758174,0.062337928,,4.60E-07,6.09E-03,6.92E-05,,,,,,,,
1.83E-01,1.57E-01,2.48E-01,0.064172074,0.057636902,0.062211522,,1.41E-02,9.86E-03,3.46E-02,,,,,,,,
1.43E-01,1.21E-01,1.94E-01,0.059283619,0.068992339,0.062196235,,6.93E-03,2.73E-03,1.75E-02,,,,,,,,
4.28E-02,3.57E-02,5.73E-02,0.060456848,0.066234079,0.062190017,,3.10E-04,9.33E-04,2.40E-05,,,,,,,,
1.82E-01,1.56E-01,2.47E-01,0.062127811,0.062216946,0.062154551,,1.44E-02,8.80E-03,3.42E-02,,,,,,,,
6.96E-02,5.83E-02,9.44E-02,0.061677481,0.063099691,0.062104144,,6.21E-05,2.31E-05,1.04E-03,,,,,,,,
7.36E-02,6.17E-02,1.00E-01,0.058300003,0.070931821,0.062089548,,2.34E-04,8.47E-05,1.43E-03,,,,,,,,
6.26E-02,5.24E-02,8.47E-02,0.060936806,0.064711662,0.062069263,,2.74E-06,1.52E-04,5.12E-04,,,,,,,,
1.55E-01,1.32E-01,2.11E-01,0.058436287,0.070517315,0.062060595,,9.38E-03,3.83E-03,2.23E-02,,,,,,,,
1.22E-01,1.04E-01,1.67E-01,0.057197879,0.073270458,0.062019652,,4.26E-03,9.28E-04,1.11E-02,,,,,,,,
1.18E-02,9.70E-03,1.49E-02,0.067271057,0.0495182,0.0619452,,3.08E-03,1.59E-03,2.22E-03,,,,,,,,
4.77E-02,3.98E-02,6.40E-02,0.05870293,0.068434546,0.061622415,,1.21E-04,8.21E-04,5.70E-06,,,,,,,,
5.99E-02,5.01E-02,8.09E-02,0.06501348,0.053430427,0.061538564,,2.65E-05,1.13E-05,3.75E-04,,,,,,,,
1.44E-02,1.19E-02,1.84E-02,0.056753474,0.072653815,0.061523576,,1.79E-03,3.69E-03,1.86E-03,,,,,,,,
8.77E-02,7.38E-02,1.20E-01,0.060782745,0.062971757,0.061439449,,7.26E-04,1.17E-04,3.37E-03,,,,,,,,
6.29E-02,5.26E-02,8.51E-02,0.054756614,0.076691418,0.061337055,,6.65E-05,5.78E-04,5.66E-04,,,,,,,,
7.62E-02,6.40E-02,1.04E-01,0.037887003,0.113935613,0.060701586,,1.47E-03,2.50E-03,1.84E-03,,,,,,,,
1.46E-01,1.24E-01,1.99E-01,0.058697005,0.065272014,0.060669507,,7.58E-03,3.45E-03,1.91E-02,,,,,,,,
9.50E-02,8.00E-02,1.30E-01,0.062921814,0.055351998,0.060650869,,1.03E-03,6.09E-04,4.75E-03,,,,,,,,
5.56E-02,4.65E-02,7.50E-02,0.059396202,0.063283917,0.060562516,,1.42E-05,2.82E-04,2.09E-04,,,,,,,,
6.25E-02,5.23E-02,8.46E-02,0.055900216,0.07097276,0.060421979,,4.35E-05,3.49E-04,5.82E-04,,,,,,,,
1.30E-01,1.10E-01,1.77E-01,0.058068912,0.065906567,0.060420209,,5.12E-03,1.94E-03,1.36E-02,,,,,,,,
1.51E-01,1.29E-01,2.06E-01,0.065588244,0.047688741,0.060218393,,7.33E-03,6.58E-03,2.13E-02,,,,,,,,
1.15E-01,9.73E-02,1.57E-01,0.044256807,0.096070886,0.05980103,,5.01E-03,1.49E-06,9.46E-03,,,,,,,,
3.45E-02,2.87E-02,4.58E-02,0.048819364,0.085268124,0.059753992,,2.04E-04,3.20E-03,1.94E-04,,,,,,,,
4.77E-02,3.98E-02,6.40E-02,0.042585844,0.099763066,0.059739011,,2.63E-05,3.60E-03,1.85E-05,,,,,,,,
5.21E-02,4.35E-02,7.01E-02,0.041963677,0.100297831,0.059463923,,1.03E-04,3.23E-03,1.14E-04,,,,,,,,
8.75E-02,7.36E-02,1.19E-01,0.064326134,0.048069985,0.059449289,,5.39E-04,6.54E-04,3.58E-03,,,,,,,,
3.00E-03,2.46E-03,3.54E-03,0.057642284,0.063516757,0.059404626,,2.99E-03,3.73E-03,3.12E-03,,,,,,,,
4.80E-02,4.01E-02,6.45E-02,0.054175925,0.071461469,0.059361588,,3.79E-05,9.87E-04,2.60E-05,,,,,,,,
1.63E-01,1.39E-01,2.22E-01,0.05550914,0.068255438,0.059333029,,1.16E-02,5.03E-03,2.64E-02,,,,,,,,
5.31E-02,4.44E-02,7.15E-02,0.054827719,0.069811118,0.059322739,,2.94E-06,6.48E-04,1.49E-04,,,,,,,,
1.28E-01,1.09E-01,1.75E-01,0.056830504,0.065121051,0.059317668,,5.06E-03,1.88E-03,1.33E-02,,,,,,,,
5.71E-02,4.77E-02,7.71E-02,0.044387166,0.09388577,0.059236747,,1.62E-04,2.13E-03,3.19E-04,,,,,,,,
7.33E-02,6.15E-02,9.95E-02,0.04779427,0.085810565,0.059199159,,6.50E-04,5.93E-04,1.63E-03,,,,,,,,
1.08E-01,9.16E-02,1.48E-01,0.044274583,0.093714338,0.05910651,,4.11E-03,4.60E-06,7.90E-03,,,,,,,,
2.25E-02,1.87E-02,2.94E-02,0.049957041,0.080217283,0.059035114,,7.52E-04,3.79E-03,8.80E-04,,,,,,,,
7.69E-03,6.34E-03,9.53E-03,0.057820046,0.061804998,0.059015531,,2.51E-03,3.08E-03,2.45E-03,,,,,,,,
8.28E-02,6.96E-02,1.13E-01,0.060356116,0.054832585,0.058699057,,5.04E-04,2.18E-04,2.92E-03,,,,,,,,
1.20E-01,1.02E-01,1.64E-01,0.05462033,0.068176119,0.058687067,,4.27E-03,1.12E-03,1.10E-02,,,,,,,,
1.20E-01,1.01E-01,1.63E-01,0.053678192,0.07011816,0.058610182,,4.35E-03,9.72E-04,1.10E-02,,,,,,,,
9.92E-02,8.37E-02,1.35E-01,0.055609872,0.06551253,0.058580669,,1.90E-03,3.29E-04,5.90E-03,,,,,,,,
7.98E-02,6.70E-02,1.09E-01,0.05803336,0.059627558,0.058511619,,4.73E-04,5.43E-05,2.50E-03,,,,,,,,
1.16E-02,9.54E-03,1.46E-02,0.051622078,0.074183908,0.058390627,,1.61E-03,4.18E-03,1.92E-03,,,,,,,,
2.58E-02,2.14E-02,3.38E-02,0.053352295,0.070107925,0.058378984,,7.59E-04,2.37E-03,6.03E-04,,,,,,,,
9.45E-02,7.96E-02,1.29E-01,0.040565283,0.099827033,0.058343808,,2.91E-03,4.09E-04,4.97E-03,,,,,,,,
6.18E-02,5.17E-02,8.36E-02,0.036506385,0.108974326,0.058246767,,6.40E-04,3.28E-03,6.42E-04,,,,,,,,
1.76E-01,1.50E-01,2.39E-01,0.041412615,0.096968984,0.058079526,,1.81E-02,2.86E-03,3.26E-02,,,,,,,,
1.08E-01,9.11E-02,1.47E-01,0.052125737,0.071730131,0.058007055,,3.10E-03,3.73E-04,7.95E-03,,,,,,,,
8.53E-02,7.17E-02,1.16E-01,0.05647498,0.061416078,0.057957309,,8.33E-04,1.07E-04,3.39E-03,,,,,,,,
1.78E-02,1.48E-02,2.30E-02,0.052504963,0.070427761,0.057881802,,1.20E-03,3.10E-03,1.22E-03,,,,,,,,
9.42E-02,7.94E-02,1.29E-01,0.056943087,0.059635234,0.057750731,,1.39E-03,3.90E-04,5.01E-03,,,,,,,,
7.17E-02,6.01E-02,9.74E-02,0.053802625,0.066653703,0.057657948,,3.21E-04,4.26E-05,1.58E-03,,,,,,,,
1.55E-02,1.28E-02,1.98E-02,0.040304566,0.097700767,0.057523426,,6.17E-04,7.21E-03,1.42E-03,,,,,,,,
3.90E-02,3.24E-02,5.20E-02,0.053684117,0.066213609,0.057442965,,2.16E-04,1.14E-03,3.02E-05,,,,,,,,
3.11E-02,2.58E-02,4.10E-02,0.05209611,0.06972924,0.057386049,,4.42E-04,1.93E-03,2.67E-04,,,,,,,,
1.06E-01,8.94E-02,1.45E-01,0.049091933,0.076527662,0.057322651,,3.23E-03,1.66E-04,7.61E-03,,,,,,,,
4.19E-02,3.49E-02,5.59E-02,0.041975528,0.092527109,0.057141002,,1.34E-08,3.33E-03,1.47E-06,,,,,,,,
1.65E-01,1.41E-01,2.25E-01,0.063626937,0.041962408,0.057127578,,1.04E-02,9.88E-03,2.82E-02,,,,,,,,
8.28E-02,6.96E-02,1.13E-01,0.053067875,0.065594408,0.056825835,,8.83E-04,1.58E-05,3.12E-03,,,,,,,,
8.81E-02,7.41E-02,1.20E-01,0.040037923,0.095789431,0.056763375,,2.31E-03,4.68E-04,4.01E-03,,,,,,,,
4.71E-02,3.93E-02,6.32E-02,0.056077978,0.058343099,0.056757514,,8.02E-05,3.63E-04,4.17E-05,,,,,,,,
8.43E-02,7.09E-02,1.15E-01,0.047545403,0.078211276,0.056745165,,1.35E-03,5.36E-05,3.37E-03,,,,,,,,
7.60E-02,6.38E-02,1.03E-01,0.050069623,0.072280247,0.056732811,,6.71E-04,7.26E-05,2.17E-03,,,,,,,,
8.41E-02,7.07E-02,1.15E-01,0.059236216,0.049183012,0.056220255,,6.20E-04,4.64E-04,3.40E-03,,,,,,,,
9.23E-02,7.77E-02,1.26E-01,0.056338696,0.055925143,0.05621463,,1.29E-03,4.75E-04,4.85E-03,,,,,,,,
6.41E-02,5.36E-02,8.67E-02,0.038716559,0.096390721,0.056018807,,6.43E-04,1.83E-03,9.44E-04,,,,,,,,
4.45E-02,3.71E-02,5.95E-02,0.040541581,0.091803002,0.055920008,,1.55E-05,3.00E-03,1.32E-05,,,,,,,,
9.88E-02,8.33E-02,1.35E-01,0.050229609,0.069040954,0.055873013,,2.36E-03,2.04E-04,6.23E-03,,,,,,,,
5.05E-02,4.21E-02,6.79E-02,0.053387847,0.060666384,0.055571408,,8.44E-06,3.44E-04,1.51E-04,,,,,,,,
4.52E-02,3.76E-02,6.05E-02,0.051456167,0.06492915,0.055498062,,3.96E-05,7.44E-04,2.50E-05,,,,,,,,
5.47E-02,4.57E-02,7.37E-02,0.042005155,0.085877091,0.055166736,,1.60E-04,1.62E-03,3.43E-04,,,,,,,,
7.93E-02,6.66E-02,1.08E-01,0.040683791,0.088742816,0.055101499,,1.49E-03,4.92E-04,2.78E-03,,,,,,,,
6.95E-02,5.83E-02,9.43E-02,0.049672622,0.067482716,0.05501565,,3.95E-04,8.46E-05,1.55E-03,,,,,,,,
9.56E-02,8.06E-02,1.30E-01,0.047711315,0.07192459,0.054975297,,2.30E-03,7.49E-05,5.69E-03,,,,,,,,
1.87E-01,1.60E-01,2.54E-01,0.048931947,0.068296377,0.054741276,,1.91E-02,8.49E-03,3.95E-02,,,,,,,,
3.78E-02,3.14E-02,5.03E-02,0.055449886,0.053033831,0.054725069,,3.12E-04,4.66E-04,1.95E-05,,,,,,,,
4.36E-02,3.63E-02,5.83E-02,0.048286078,0.069701095,0.054710583,,2.24E-05,1.12E-03,1.27E-05,,,,,,,,
1.34E-01,1.14E-01,1.83E-01,0.048967499,0.067861401,0.05463567,,7.29E-03,2.14E-03,1.66E-02,,,,,,,,
9.38E-02,7.90E-02,1.28E-01,0.056232039,0.050738692,0.054584035,,1.41E-03,8.01E-04,5.38E-03,,,,,,,,
5.27E-02,4.40E-02,7.10E-02,0.049305247,0.066848163,0.054568122,,1.15E-05,5.22E-04,2.69E-04,,,,,,,,
1.12E-01,9.51E-02,1.54E-01,0.066542233,0.026610307,0.054562656,,2.11E-03,4.69E-03,9.80E-03,,,,,,,,
6.39E-02,5.35E-02,8.65E-02,0.051550973,0.061564481,0.054555026,,1.52E-04,6.55E-05,1.02E-03,,,,,,,,
1.95E-02,1.61E-02,2.53E-02,0.05067994,0.063465583,0.054515633,,9.72E-04,2.24E-03,8.56E-04,,,,,,,,
1.02E-01,8.57E-02,1.39E-01,0.053992238,0.055357115,0.054401701,,2.27E-03,9.23E-04,7.10E-03,,,,,,,,
1.11E-01,9.40E-02,1.52E-01,0.048096465,0.068542011,0.054230129,,3.99E-03,6.49E-04,9.53E-03,,,,,,,,
1.71E-01,1.46E-01,2.32E-01,0.047154327,0.069202151,0.053768674,,1.53E-02,5.90E-03,3.18E-02,,,,,,,,
3.55E-02,2.96E-02,4.72E-02,0.048149794,0.066860956,0.053763143,,1.59E-04,1.39E-03,4.31E-05,,,,,,,,
5.73E-02,4.79E-02,7.73E-02,0.038343258,0.089507863,0.05369264,,3.58E-04,1.73E-03,5.58E-04,,,,,,,,
6.49E-02,5.43E-02,8.79E-02,0.047847599,0.067111707,0.053626831,,2.90E-04,1.64E-04,1.17E-03,,,,,,,,
6.05E-02,5.06E-02,8.18E-02,0.05098806,0.059576384,0.053564558,,9.02E-05,8.07E-05,7.95E-04,,,,,,,,
7.61E-02,6.38E-02,1.03E-01,0.050105176,0.061290702,0.053460834,,6.75E-04,6.52E-06,2.49E-03,,,,,,,,
8.36E-02,7.03E-02,1.14E-01,0.056048351,0.046588507,0.053210398,,7.59E-04,5.61E-04,3.67E-03,,,,,,,,
1.29E-01,1.09E-01,1.75E-01,0.045619649,0.070844826,0.053187202,,6.87E-03,1.46E-03,1.50E-02,,,,,,,,
5.84E-02,4.88E-02,7.89E-02,0.047746867,0.065673727,0.053124925,,1.14E-04,2.83E-04,6.64E-04,,,,,,,,
2.01E-02,1.67E-02,2.61E-02,0.050502178,0.058698756,0.052961151,,9.23E-04,1.77E-03,7.22E-04,,,,,,,,
6.11E-02,5.11E-02,8.26E-02,0.042520665,0.077164774,0.052913898,,3.46E-04,6.78E-04,8.84E-04,,,,,,,,
5.98E-02,5.00E-02,8.09E-02,0.045773709,0.06871856,0.052657164,,1.98E-04,3.49E-04,7.96E-04,,,,,,,,
7.50E-02,6.29E-02,1.02E-01,0.037679614,0.087366245,0.052585603,,1.39E-03,5.97E-04,2.43E-03,,,,,,,,
7.25E-02,6.08E-02,9.85E-02,0.04756318,0.064299714,0.05258414,,6.23E-04,1.21E-05,2.11E-03,,,,,,,,
2.46E-02,2.04E-02,3.22E-02,0.048570497,0.06158751,0.052475601,,5.73E-04,1.69E-03,4.10E-04,,,,,,,,
1.01E-01,8.51E-02,1.38E-01,0.04935265,0.059691525,0.052454313,,2.66E-03,6.47E-04,7.27E-03,,,,,,,,
4.44E-02,3.70E-02,5.94E-02,0.053541907,0.049871298,0.052440725,,8.36E-05,1.66E-04,4.90E-05,,,,,,,,
4.19E-02,3.49E-02,5.59E-02,0.048594199,0.061403284,0.052436925,,4.52E-05,7.04E-04,1.23E-05,,,,,,,,
5.49E-02,4.59E-02,7.40E-02,0.052273872,0.052368573,0.052302282,,6.99E-06,4.21E-05,4.72E-04,,,,,,,,
8.53E-02,7.18E-02,1.16E-01,0.046923236,0.064806333,0.052288165,,1.48E-03,4.83E-05,4.09E-03,,,,,,,,
9.68E-02,8.16E-02,1.32E-01,0.049328949,0.058732019,0.05214987,,2.25E-03,5.23E-04,6.39E-03,,,,,,,,
1.12E-01,9.49E-02,1.53E-01,0.049299322,0.058795986,0.052148321,,3.96E-03,1.30E-03,1.02E-02,,,,,,,,
7.67E-02,6.44E-02,1.04E-01,0.048499393,0.06045913,0.052087314,,7.98E-04,1.56E-05,2.73E-03,,,,,,,,
7.00E-02,5.87E-02,9.50E-02,0.051189524,0.05416221,0.05208133,,3.55E-04,2.06E-05,1.84E-03,,,,,,,,
8.70E-02,7.32E-02,1.19E-01,0.054869197,0.044884424,0.051873765,,1.04E-03,8.03E-04,4.45E-03,,,,,,,,
5.95E-02,4.97E-02,8.03E-02,0.051189524,0.053207821,0.051795013,,6.83E-05,1.22E-05,8.14E-04,,,,,,,,
1.10E-01,9.31E-02,1.50E-01,0.04497378,0.067682293,0.051786334,,4.25E-03,6.46E-04,9.73E-03,,,,,,,,
3.15E-02,2.62E-02,4.17E-02,0.04698249,0.062613542,0.051671806,,2.39E-04,1.33E-03,9.98E-05,,,,,,,,
4.35E-02,3.62E-02,5.82E-02,0.047379492,0.060768731,0.051396264,,1.51E-05,6.02E-04,4.61E-05,,,,,,,,
1.04E-01,8.79E-02,1.42E-01,0.049743726,0.055147303,0.0513648,,2.96E-03,1.07E-03,8.25E-03,,,,,,,,
6.76E-02,5.67E-02,9.17E-02,0.03850917,0.080334983,0.051056914,,8.48E-04,5.61E-04,1.65E-03,,,,,,,,
1.26E-01,1.07E-01,1.73E-01,0.051331733,0.049467026,0.050772321,,5.63E-03,3.33E-03,1.48E-02,,,,,,,,
3.77E-02,3.14E-02,5.02E-02,0.047154327,0.05812817,0.05044648,,8.88E-05,7.15E-04,4.94E-08,,,,,,,,
6.43E-02,5.38E-02,8.70E-02,0.046597339,0.059387042,0.05043425,,3.12E-04,3.13E-05,1.34E-03,,,,,,,,
3.19E-02,2.65E-02,4.22E-02,0.047782419,0.056559697,0.050415603,,2.52E-04,9.04E-04,6.79E-05,,,,,,,,
3.20E-02,2.66E-02,4.23E-02,0.049720025,0.051659818,0.050301963,,3.14E-04,6.29E-04,6.37E-05,,,,,,,,
7.34E-02,6.16E-02,9.97E-02,0.03763221,0.079575054,0.050215063,,1.28E-03,3.23E-04,2.45E-03,,,,,,,,
1.96E-01,1.68E-01,2.65E-01,0.044843421,0.062585396,0.050166014,,2.27E-02,1.11E-02,4.60E-02,,,,,,,,
8.51E-03,7.02E-03,1.06E-02,0.047415045,0.056053077,0.050006454,,1.51E-03,2.40E-03,1.55E-03,,,,,,,,
7.15E-02,6.00E-02,9.71E-02,0.049376352,0.050915241,0.049838019,,4.91E-04,8.21E-05,2.23E-03,,,,,,,,
3.37E-02,2.80E-02,4.47E-02,0.045293752,0.059571267,0.049577006,,1.34E-04,9.95E-04,2.38E-05,,,,,,,,
8.22E-02,6.90E-02,1.12E-01,0.042147365,0.066886543,0.049569118,,1.60E-03,4.67E-06,3.88E-03,,,,,,,,
9.00E-02,7.57E-02,1.23E-01,0.045809261,0.058307277,0.049558666,,1.95E-03,3.04E-04,5.34E-03,,,,,,,,
2.74E-02,2.27E-02,3.60E-02,0.045353006,0.059223286,0.04951409,,3.23E-04,1.33E-03,1.83E-04,,,,,,,,
6.95E-02,5.82E-02,9.42E-02,0.046443279,0.056654368,0.049506606,,5.29E-04,2.40E-06,2.00E-03,,,,,,,,
1.05E-01,8.88E-02,1.44E-01,0.05024146,0.04772968,0.049487926,,3.02E-03,1.69E-03,8.85E-03,,,,,,,,
8.16E-02,6.86E-02,1.11E-01,0.047598732,0.05387052,0.049480268,,1.16E-03,2.16E-04,3.79E-03,,,,,,,,
7.66E-02,6.43E-02,1.04E-01,0.050306639,0.047248648,0.049389242,,6.89E-04,2.89E-04,2.99E-03,,,,,,,,
4.07E-02,3.39E-02,5.43E-02,0.04949486,0.048906675,0.049318404,,7.72E-05,2.25E-04,2.52E-05,,,,,,,,
4.55E-02,3.79E-02,6.09E-02,0.04757503,0.052713995,0.04911672,,4.45E-06,2.19E-04,1.39E-04,,,,,,,,
1.50E-01,1.28E-01,2.04E-01,0.04170296,0.066287811,0.049078415,,1.17E-02,3.78E-03,2.41E-02,,,,,,,,
1.13E-01,9.56E-02,1.54E-01,0.043990164,0.06094528,0.049076699,,4.77E-03,1.20E-03,1.11E-02,,,,,,,,
9.14E-02,7.70E-02,1.25E-01,0.049263769,0.048238858,0.048956296,,1.78E-03,8.24E-04,5.72E-03,,,,,,,,
6.24E-02,5.22E-02,8.44E-02,0.0426688,0.063488611,0.048914743,,3.89E-04,1.27E-04,1.26E-03,,,,,,,,
1.04E-01,8.76E-02,1.42E-01,0.039237994,0.071100694,0.048796804,,4.17E-03,2.73E-04,8.63E-03,,,,,,,,
1.46E-01,1.24E-01,1.99E-01,0.043190235,0.061848495,0.048787713,,1.05E-02,3.88E-03,2.25E-02,,,,,,,,
5.80E-02,4.85E-02,7.83E-02,0.037857376,0.074022711,0.048706976,,4.06E-04,6.51E-04,8.78E-04,,,,,,,,
4.13E-02,3.44E-02,5.52E-02,0.047183954,0.052253432,0.048704798,,3.41E-05,3.18E-04,4.24E-05,,,,,,,,
2.23E-02,1.85E-02,2.91E-02,0.043824253,0.059758051,0.048604392,,4.63E-04,1.70E-03,3.82E-04,,,,,,,,
1.64E-02,1.36E-02,2.11E-02,0.043308743,0.060574271,0.048488401,,7.22E-04,2.21E-03,7.49E-04,,,,,,,,
4.63E-02,3.86E-02,6.21E-02,0.041116345,0.065343657,0.048384539,,2.68E-05,7.15E-04,1.87E-04,,,,,,,,
8.18E-02,6.87E-02,1.11E-01,0.047918704,0.0494005,0.048363243,,1.15E-03,3.74E-04,3.97E-03,,,,,,,,
9.80E-02,8.26E-02,1.34E-01,0.046626966,0.052391601,0.048356357,,2.64E-03,9.15E-04,7.29E-03,,,,,,,,
9.25E-02,7.79E-02,1.26E-01,0.0463781,0.052911014,0.048337974,,2.13E-03,6.25E-04,6.05E-03,,,,,,,,
5.85E-02,4.89E-02,7.90E-02,0.045430036,0.054888876,0.048267688,,1.71E-04,3.59E-05,9.44E-04,,,,,,,,
7.00E-02,5.87E-02,9.50E-02,0.042058484,0.062165772,0.04809067,,7.81E-04,1.22E-05,2.20E-03,,,,,,,,
2.67E-02,5.44E-02,6.44E-02,0.04408497,0.057309391,0.048052296,,3.03E-04,8.24E-06,2.68E-04,,,,,,,,
8.12E-02,6.82E-02,1.11E-01,0.052350902,0.037622881,0.047932496,,8.34E-04,9.38E-04,3.92E-03,,,,,,,,
1.36E-02,1.12E-02,1.73E-02,0.045927769,0.052481155,0.047893785,,1.05E-03,1.70E-03,9.38E-04,,,,,,,,
1.13E-01,9.59E-02,1.55E-01,0.034930228,0.077786534,0.04778712,,6.17E-03,3.30E-04,1.15E-02,,,,,,,,
2.95E-02,2.45E-02,3.90E-02,0.047379492,0.048594515,0.047743999,,3.18E-04,5.79E-04,7.73E-05,,,,,,,,
5.08E-02,4.24E-02,6.83E-02,0.044233105,0.055822796,0.047710012,,4.34E-05,1.80E-04,4.26E-04,,,,,,,,
6.23E-02,5.21E-02,8.42E-02,0.046466981,0.050597964,0.047706276,,2.49E-04,2.24E-06,1.33E-03,,,,,,,,
1.47E-01,1.25E-01,2.01E-01,0.03866323,0.06854457,0.047627632,,1.18E-02,3.22E-03,2.34E-02,,,,,,,,
4.95E-02,4.13E-02,6.65E-02,0.033247415,0.081148644,0.047617784,,2.63E-04,1.59E-03,3.55E-04,,,,,,,,
4.22E-02,3.52E-02,5.65E-02,0.045998874,0.051334865,0.047599671,,1.41E-05,2.61E-04,7.85E-05,,,,,,,,
4.84E-02,4.03E-02,6.49E-02,0.04980298,0.042448558,0.047596654,,2.05E-06,4.40E-06,3.01E-04,,,,,,,,
1.16E-01,9.79E-02,1.58E-01,0.041957752,0.060351665,0.047475926,,5.44E-03,1.41E-03,1.22E-02,,,,,,,,
4.86E-02,4.05E-02,6.52E-02,0.037460374,0.06986485,0.047181717,,1.24E-04,8.61E-04,3.26E-04,,,,,,,,
3.73E-02,3.10E-02,4.96E-02,0.042088111,0.059062089,0.047180304,,2.34E-05,7.88E-04,5.68E-06,,,,,,,,
1.43E-01,1.22E-01,1.95E-01,0.043237638,0.056127279,0.04710453,,9.97E-03,4.30E-03,2.19E-02,,,,,,,,
1.85E-02,1.53E-02,2.39E-02,0.031653483,0.082397282,0.046876622,,1.73E-04,4.50E-03,5.28E-04,,,,,,,,
6.65E-02,5.57E-02,9.02E-02,0.043071727,0.055666716,0.046850224,,5.51E-04,3.92E-09,1.88E-03,,,,,,,,
9.35E-02,7.87E-02,1.27E-01,0.035937546,0.072096022,0.046785089,,3.31E-03,4.38E-05,6.50E-03,,,,,,,,
7.26E-02,6.09E-02,9.86E-02,0.049074156,0.040877526,0.046615167,,5.55E-04,4.02E-04,2.71E-03,,,,,,,,
7.70E-02,6.46E-02,1.05E-01,0.042348828,0.056178453,0.046497716,,1.20E-03,7.14E-05,3.38E-03,,,,,,,,
2.05E-02,1.70E-02,2.66E-02,0.047349865,0.044132171,0.046384557,,7.22E-04,7.38E-04,3.92E-04,,,,,,,,
9.29E-02,7.83E-02,1.27E-01,0.044630107,0.050203927,0.046302253,,2.33E-03,7.87E-04,6.47E-03,,,,,,,,
1.00E-01,8.45E-02,1.37E-01,0.04318431,0.05293916,0.046110765,,3.24E-03,9.93E-04,8.20E-03,,,,,,,,
7.47E-02,6.26E-02,1.01E-01,0.046407727,0.045406396,0.046107327,,7.99E-04,2.97E-04,3.06E-03,,,,,,,,
5.57E-03,4.58E-03,6.79E-03,0.045667052,0.047110479,0.04610008,,1.61E-03,1.81E-03,1.55E-03,,,,,,,,
6.67E-02,5.59E-02,9.04E-02,0.032903742,0.076888436,0.04609915,,1.14E-03,4.42E-04,1.96E-03,,,,,,,,
6.33E-02,5.30E-02,8.57E-02,0.044796018,0.048684069,0.045962433,,3.43E-04,1.85E-05,1.58E-03,,,,,,,,
1.99E-02,1.65E-02,2.58E-02,0.041134121,0.057181457,0.045948322,,4.51E-04,1.66E-03,4.07E-04,,,,,,,,
3.90E-02,3.24E-02,5.19E-02,0.041726661,0.055592514,0.045886417,,7.63E-06,5.36E-04,3.65E-05,,,,,,,,
1.53E-01,4.67E-02,1.76E-02,0.045264125,0.04724353,0.045857946,,1.16E-02,2.93E-07,7.96E-04,,,,,,,,
5.46E-02,4.56E-02,7.36E-02,0.041270406,0.056188688,0.04574589,,1.78E-04,1.11E-04,7.78E-04,,,,,,,,
1.09E-01,9.20E-02,1.49E-01,0.042366604,0.05326923,0.045637392,,4.43E-03,1.50E-03,1.06E-02,,,,,,,,
5.32E-02,4.44E-02,7.17E-02,0.044932302,0.047207709,0.045614924,,6.85E-05,7.71E-06,6.78E-04,,,,,,,,
2.35E-02,1.95E-02,3.07E-02,0.047415045,0.040752151,0.045416176,,5.70E-04,4.51E-04,2.16E-04,,,,,,,,
4.27E-02,3.55E-02,5.70E-02,0.042787308,0.050881978,0.045215709,,1.46E-08,2.35E-04,1.40E-04,,,,,,,,
5.58E-02,4.66E-02,7.52E-02,0.04118745,0.054446224,0.045165082,,2.13E-04,6.13E-05,9.05E-04,,,,,,,,
2.37E-02,1.97E-02,3.10E-02,0.041566676,0.053312727,0.045090491,,3.18E-04,1.13E-03,1.98E-04,,,,,,,,
1.29E-01,1.09E-01,1.76E-01,0.038485468,0.060111149,0.044973172,,8.16E-03,2.41E-03,1.71E-02,,,,,,,,
5.85E-02,4.89E-02,7.90E-02,0.040399372,0.055623219,0.044966526,,3.26E-04,4.55E-05,1.16E-03,,,,,,,,
6.55E-02,5.49E-02,8.87E-02,0.043314668,0.048658482,0.044917813,,4.93E-04,3.84E-05,1.92E-03,,,,,,,,
9.28E-02,7.81E-02,1.27E-01,0.048315705,0.036934595,0.044901372,,1.98E-03,1.70E-03,6.66E-03,,,,,,,,
1.08E-01,9.11E-02,1.47E-01,0.048392735,0.036550792,0.044840153,,3.54E-03,2.98E-03,1.05E-02,,,,,,,,
7.86E-02,6.60E-02,1.07E-01,0.042348828,0.050549349,0.044808985,,1.31E-03,2.37E-04,3.85E-03,,,,,,,,
3.45E-02,2.87E-02,4.58E-02,0.039326875,0.057455236,0.044765383,,2.32E-05,8.27E-04,1.02E-06,,,,,,,,
6.81E-02,5.70E-02,9.23E-02,0.037922555,0.060561477,0.044714232,,9.08E-04,1.26E-05,2.26E-03,,,,,,,,
